com.name,family,genus,species,gender,published.Linf,published.K,published.t0,L50,published.M,published.L50.Linf,published.M.K,published.Hoenig.M.K,standardised.Linf,standardised.K,standardised.t0,standardised.L50.Linf,standardised.M.K,Hoenig.M,max.age,LW.a,LW.b,measurement,location,estimation.technique,reference,notes,curve.definition,latitude,hemisphere,largest.fish.in.sample,proportional.difference.between.st.Linf.and.largest.fish.in.sample,quality.code
,Acanthuridae,Acanthurus,Acanthurus bahiannus,All,225.000000000000,1.580000000000,-0.080000000000,,,,,0.091666317247,218.000000000000,0.809000000000,-0.150000000000,,0.179026923671,0.144832781250,31.000000000000,,,,St Helena,Ageing otoliths,Mutz 2006 & Robertson et al. 2005,Asymptotic size defined,3.000000000000,16.000000000000,S,270.000000000000,0.238532110092,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus bahiannus,All,204.000000000000,0.630000000000,-0.220000000000,,,,,0.222836447263,206.000000000000,0.585000000000,-0.221000000000,,0.239977712437,0.140386961776,32.000000000000,,,,Bermuda,Ageing otoliths,Mutz 2006 & Robertson et al. 2005,Asymptotic size defined,3.000000000000,32.200000000000,N,250.000000000000,0.213592233010,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus bahiannus,All,221.000000000000,1.280000000000,-0.100000000000,,,,,0.165864993818,233.000000000000,0.586000000000,-0.193000000000,,0.362298962607,0.212307192088,21.000000000000,,,,Cabo Frio,Ageing otoliths,Mutz 2006 & Robertson et al. 2005,Asymptotic size defined,3.000000000000,23.000000000000,N,280.000000000000,0.201716738197,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus bahiannus,All,183.000000000000,1.060000000000,-0.150000000000,,,,,0.320764144853,188.000000000000,0.926000000000,-0.154000000000,,0.367181418514,0.340009993544,13.000000000000,,,,Lee Stocking,Ageing otoliths,Mutz 2006 & Robertson et al. 2005,Asymptotic size defined,3.000000000000,23.800000000000,N,220.000000000000,0.170212765957,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus bahiannus,All,207.000000000000,1.330000000000,-0.110000000000,,,,,0.185718348463,212.000000000000,0.617000000000,-0.204000000000,,0.400332906736,0.247005403456,18.000000000000,,,,Isla de Margarita,Ageing otoliths,Mutz 2006 & Robertson et al. 2005,Asymptotic size defined,3.000000000000,11.000000000000,N,280.000000000000,0.320754716981,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus bahiannus,All,164.000000000000,1.120000000000,-0.160000000000,,,,,0.328405217005,168.000000000000,0.901000000000,-0.179000000000,,0.408228460651,0.367813843046,12.000000000000,,,,Los Roques,Ageing otoliths,Mutz 2006 & Robertson et al. 2005,Asymptotic size defined,3.000000000000,11.800000000000,N,200.000000000000,0.190476190476,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus bahiannus,All,219.000000000000,1.230000000000,-0.110000000000,,,,,0.190433305719,207.000000000000,0.528000000000,-0.244000000000,,0.443623041733,0.234232966035,19.000000000000,,,,Ascension,Ageing otoliths,Mutz 2006 & Robertson et al. 2005,Asymptotic size defined,3.000000000000,8.000000000000,S,270.000000000000,0.304347826087,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus bahiannus,All,156.000000000000,0.940000000000,-0.200000000000,,,,,0.336324472188,155.000000000000,0.697000000000,-0.251000000000,,0.453579632505,0.316145003856,14.000000000000,,,,Barbados,Ageing otoliths,Mutz 2006 & Robertson et al. 2005,Asymptotic size defined,3.000000000000,13.200000000000,N,200.000000000000,0.290322580645,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus bahiannus,All,172.000000000000,1.220000000000,-0.140000000000,,,,,0.301486756595,172.000000000000,0.792000000000,-0.199000000000,,0.464411417988,0.367813843046,12.000000000000,,,,Las Aves,Ageing otoliths,Mutz 2006 & Robertson et al. 2005,Asymptotic size defined,3.000000000000,12.000000000000,N,210.000000000000,0.220930232558,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus bahiannus,All,178.000000000000,1.640000000000,-0.100000000000,,,,,0.268250293550,208.000000000000,0.690000000000,-0.185000000000,,0.637580407858,0.439930481422,10.000000000000,,,,San Blas,Ageing otoliths,Mutz 2006 & Robertson et al. 2005,Asymptotic size defined,3.000000000000,9.500000000000,N,249.000000000000,0.197115384615,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus bahiannus,All,182.000000000000,0.860000000000,-0.190000000000,,,,,0.511547071421,165.000000000000,0.645000000000,-0.255000000000,,0.682062761895,0.439930481422,10.000000000000,,,,Belize,Ageing otoliths,Mutz 2006 & Robertson et al. 2005,Asymptotic size defined,3.000000000000,16.800000000000,N,200.000000000000,0.212121212121,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus bahiannus,All,151.000000000000,1.710000000000,-0.110000000000,,,,,0.508158739683,159.000000000000,0.799000000000,-0.214000000000,,1.087548741999,0.868951444857,5.000000000000,,,,Jamaica,Ageing otoliths,Mutz 2006 & Robertson et al. 2005,Asymptotic size defined,3.000000000000,18.200000000000,N,180.000000000000,0.132075471698,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus blochii,All,156.000000000000,0.250000000000,-0.380000000000,,,,,0.514243991120,,,,,,0.128560997780,35.000000000000,,,SL,"Australia, Lizard island",Ageing otoliths,"Choat & Axe 1996, Choat & Robertson (2002)",,4.000000000000,14.600000000000,S,,,-999.000000000000
,Acanthuridae,Acanthurus,Acanthurus chirurgus,All,240.000000000000,0.820000000000,-0.146000000000,,,,,0.188579885461,257.000000000000,0.474000000000,-0.216000000000,,0.326235244890,0.154635506078,29.000000000000,,,,Bermuda,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,32.200000000000,N,290.000000000000,0.128404669261,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus chirurgus,All,,,,,,,,,311.000000000000,0.610000000000,-0.137000000000,,0.484320221839,0.295435335322,15.000000000000,,,FL,Isla de Margarita,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,11.000000000000,N,340.000000000000,0.093247588424,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus chirurgus,All,206.000000000000,1.100000000000,-0.130000000000,,,,,0.287404548960,219.000000000000,0.460000000000,-0.263000000000,,0.687271747514,0.316145003856,14.000000000000,,,,Los Roques,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,11.800000000000,N,250.000000000000,0.141552511416,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus chirurgus,All,239.000000000000,0.730000000000,-0.164900000000,,,,,0.465767114444,257.000000000000,0.401000000000,-0.255000000000,,0.847905220808,0.340009993544,13.000000000000,,,,San Blas,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,9.500000000000,N,280.000000000000,0.089494163424,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus chirurgus,All,210.000000000000,1.100000000000,-0.120000000000,,,,,0.334376220951,220.000000000000,0.430000000000,-0.281000000000,,0.855381030340,0.367813843046,12.000000000000,,,,Belize,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,16.800000000000,N,270.000000000000,0.227272727273,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus coeruleus,All,203.000000000000,1.210000000000,-0.120000000000,,,,,0.086802585298,204.000000000000,0.510000000000,-0.257000000000,,0.205943388648,0.105031128211,43.000000000000,,,,Bermuda,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,32.200000000000,N,260.000000000000,0.274509803922,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus coeruleus,All,219.000000000000,0.880000000000,-0.150000000000,,,,,0.188496011606,225.000000000000,0.522000000000,-0.225000000000,,0.317771054049,0.165876490213,27.000000000000,,,,Lee Stocking,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,23.800000000000,N,260.000000000000,0.155555555556,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus coeruleus,All,188.000000000000,1.030000000000,-0.150000000000,,,,,0.286830422642,177.000000000000,0.726000000000,-0.210000000000,,0.406935723583,0.295435335322,15.000000000000,,,,Belize,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,16.800000000000,N,250.000000000000,0.412429378531,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus coeruleus,All,244.000000000000,0.420000000000,-0.090000000000,,,,,0.289841568005,256.000000000000,0.206000000000,-0.498000000000,,0.590939119233,0.121733458562,37.000000000000,,,,Ascension,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,8.000000000000,S,310.000000000000,0.210937500000,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus coeruleus,All,199.000000000000,0.390000000000,-0.110000000000,,,,,0.571094517775,209.000000000000,0.290000000000,-0.440000000000,,0.768023661835,0.222726861932,20.000000000000,,,,Los Roques,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,11.800000000000,N,250.000000000000,0.196172248804,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus coeruleus,All,,,,,,,,,327.000000000000,0.245000000000,-0.324000000000,,0.909089232376,0.222726861932,20.000000000000,,,,Isla de Margarita,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,11.000000000000,N,340.000000000000,0.039755351682,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus coeruleus,All,231.000000000000,0.490000000000,-0.250000000000,,,,,0.565903201572,248.000000000000,0.250000000000,-0.423000000000,,1.109170275082,0.277292568770,16.000000000000,,,,San Blas,Ageing otoliths,Mutz 2006,Asymptotic size defined,3.000000000000,9.500000000000,N,270.000000000000,0.088709677419,1.000000000000
,Acanthuridae,Acanthurus,Acanthurus dussumieri,All,308.000000000000,0.296000000000,-0.290000000000,,,,,0.540733350464,,,,,,0.160057071737,28.000000000000,,,SL,"Australia, Lizard island",Ageing otoliths,"Choat & Axe 1996, Choat & Robertson (2002)",,4.000000000000,14.600000000000,S,,,-999.000000000000
